text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
“It’s time for our leaders in Washington to follow the lead of America’s mayors and put public safety over NRA priorities.,0,0,0,0,0,0,1,0
"regime-change operation in Guatemala, one that was designed to violently remove the nation’s democratically elected socialist president, Jacobo Arbenz, from office and replace him with an unelected, right-wing, pro-U.",0,0,0,0,0,0,0,0
"Carlos Castillo Armas, who proceeded to instigate a reign of terror across Guatemala.",0,0,0,0,0,0,0,0
He left out that former CIA Director Richard Helms was a perjurer. A liar.,1,0,0,0,0,0,0,0
"Interesting enough, in the Chile regime-change operation, the CIA and the Pentagon were telling their counterparts in the Chilean national-security establishment that they had a moral duty to violate their nation’s constitution and violently remove their nation’s democratically elected president, Salvador Allende, from office.",0,0,0,0,0,0,0,0
"Thus, given that Helms was an admitted perjurer and convicted liar, what value does his denial that Oswald was an intelligence agent have?",1,0,0,0,0,0,0,0
The circumstantial evidence overwhelmingly establishes that Oswald was working for U.,0,1,0,0,0,0,0,0
"But things obviously went dreadfully wrong in Mexico City, which is why the CIA had to shut down that part of the post-assassination investigation.",0,0,0,0,0,0,0,0
It was one of the most brilliant and cunning ruses in history.,0,0,0,0,0,0,0,0
Lyndon Johnson gets Earl Warren and Sen. Richard Russel to join the Warren Commission by telling them that the assassination could lead to World War III.,0,0,1,0,0,0,0,0
regime-change operation was one of the most ingenious and cunning plots ever designed.,0,1,0,0,0,0,0,0
"Whatever else might be said about the assassination of President Kennedy, one thing is for sure: The cover-up of this particular U.S. regime-change operation was one of the most ingenious and cunning plots ever designed.",0,0,0,0,0,0,0,0
"As far back as 1953, the CIA published an assassination manual that the CIA succeeded in keeping secret from the American people for more than 40 years.",0,0,0,0,0,0,1,0
"That was around the time that the Assassination Records Review Board, which was overseeing the mandatory release of JFK-related assassination records of the CIA and other federal agencies that had been kept secret from the American people since 1963. Today, Americans can read the CIA’s assassination manual online.",0,0,0,0,0,0,1,0
"regime-change operation in Guatemala, one that was designed to violently remove the nation’s democratically elected socialist president, Jacobo Arbenz, from office and replace him with an unelected, right-wing, pro-U.S. military general. As part of the Guatemala regime-change operation, the CIA prepared a list of Guatemalan officials to be assassinated.",1,0,0,0,0,0,0,0
"Although Arbenz was able to escape the country, the CIA’s regime-change operation was a total success, with Arbenz being replaced by the pro-U.",0,1,0,0,0,0,0,0
The Guatemalan operation was brilliant and ingenious.,0,1,0,0,0,0,0,0
"The CIA’s cover-up in the JFK assassination was even more brilliant and ingenious. The doctors at Parkland Hospital stated that President Kennedy had a big exit-sized wound in the back of his head, which implied a shot having been fired from the front.",0,1,0,0,0,0,0,0
"That’s where the brilliance, ingenuity, and cunningness of the cover-up come into play.",0,1,0,0,0,0,0,0
"There could be only one answer: communists. Soviet and Cuban communists, to be more specific.",0,0,0,0,0,0,0,0
That means nuclear war is about to break out because there is no way that the United States is going to sit idly by when the Reds have just assassinated America’s president.,1,0,0,0,0,0,0,0
Except for one thing: The communist part and the nuclear-war part were concocted. That was all part of the plan.,0,0,0,0,0,0,0,0
That was the ingenious way that the CIA was able to get the investigation into the assassination squelched just as soon as Oswald was murdered.,0,1,0,0,0,0,0,0
The issue was so sensitive that Warren ordered the members of the commission to never reveal the meeting to the American people.,0,0,0,0,0,0,1,0
"This troubling issue arose again yesterday, November 2, in the Washington Post in an article entitled “Tantalizing Mystery of JFK Assassination Files Solved – 23 Years Ago.",0,0,0,0,0,0,0,0
"Shapira ends his article by suggesting that commentators should do more complete research, maybe even use Google, before they jump to conclusions. But Shapira would be wise to follow his own advice because he himself is guilty of what he accuses others of.",0,0,1,0,0,0,0,0
But Shapira would be wise to follow his own advice because he himself is guilty of what he accuses others of.,0,0,0,0,1,0,0,0
That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,0,1,1,0,0,0,0,0
"What is that great big important point that Shapira, who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,” left out of his article?",0,1,0,0,1,0,0,0
Shapira failed to note that Helms was convicted in a federal district court of lying to Congress under oath about another CIA regime-change operation ten years after the Kennedy assassination in Chile.,0,0,1,0,0,0,0,0
"And Shapira, who “enjoys writing about people who have served in the military and intelligence communities” had an ethical duty to point out Helms’ proclivity for lying in his article.",0,0,0,0,1,0,0,1
"officials agree to let him back in the country, and with a communist wife?",1,0,0,0,0,0,0,0
"Why wouldn’t they harass, abuse, humiliate, persecute, or prosecute him, like they did to Martin Luther King, Dalton Trumbo, John Walker Lindh, Chelsea Manning, Edward Snowden, and other people they have deemed to be communists or traitors?",0,0,0,0,0,0,0,0
"Marine Corps by openly proselytizing for communism in New Orleans is able to saunter across the Cold War stage of history, not long after the McCarthy hearings, without nary a care in the world?",0,1,0,0,0,0,0,0
The answer: Helms lied.,0,0,0,0,0,0,0,0
"There is no reasonable doubt that Oswald was a U.S. intelligence agent, one who was ordered to travel to Mexico City to set the framework for his frame-up.",0,0,0,0,0,0,0,0
"Thanks to President Trump and the CIA’s decision to continue keeping 98 percent of the CIA’s decades-long secret records secret from the American people, the CIA’s cunning cover-up of the JFK assassination continues to work brilliantly today.",0,1,0,0,0,0,1,1
"Not surprisingly, the CIA’s Mexico City operations regarding Oswald are among the 98 percent of the records that Trump and the CIA have chosen to continue keeping secret from the American people, on grounds of “national security” of course.",0,0,0,0,0,0,1,0
"Thus, when Oswald was claiming that he was being framed, there could be only one entity that he could have been thinking about: the CIA, the agency whose officials, as former Washington Post investigative reporter Jefferson Morley has documented, were secretly monitoring his activities in the weeks leading up to the assassination, no doubt to ensure that Oswald had not figured out what was about to happen to him.",0,0,0,0,0,0,0,0
But no plan is perfect.,0,0,0,0,0,0,0,0
That’s why the CIA has to continue keeping those records secret.,0,0,0,0,0,0,0,0
Then why the hidden rifle? Because it’s consistent with a frame-up.,0,0,0,0,0,0,0,0
That’s where ingenuity and cunning come into play.,0,0,0,0,0,0,0,0
That’s why they had shots fired from the front and placed Oswald in the rear.,0,0,0,0,0,0,0,0
"They get the body out of Parkland by force, in violation of Texas law, and put it in the hands of the military in Maryland, which conducts a secret fraudulent and bogus autopsy.",0,0,0,0,0,0,0,0
(See my book The Kennedy Autopsy.),0,0,0,0,0,0,0,0
And smear anyone who questions the official narrative as a “communist sympathizer” or a “conspiracy theorist.” The CIA’s cunning cover-up in the JFK assassination worked brilliantly.,1,0,0,0,0,0,0,0
The CIA’s cunning cover-up in the JFK assassination worked brilliantly.,0,1,0,0,0,0,0,0
There could be only one answer: communists.,0,0,0,0,0,0,0,0
"He has confederates firing from the front, who almost certainly are Soviet and Cuban communists, especially since Oswald has supposedly just recently visited the Soviet and Cuban embassies in Mexico City.",0,0,0,0,0,0,0,0
Lyndon Johnson telephones Dallas District Attorney Henry Wade on the night of the assassination and orders him to shut down any investigation of a conspiracy because it might lead to nuclear war.,0,0,1,0,0,0,0,0
And smear anyone who questions the official narrative as a “communist sympathizer” or a “conspiracy theorist.,0,0,0,0,0,0,0,0
The Hammonds are multi-generation cattle ranchers in Oregon imprisoned in connection with a fire that leaked onto a small portion of neighboring public grazing land.,0,1,0,0,0,0,0,0
This was unjust.,1,0,0,0,0,0,0,0
"Justice is overdue for Dwight and Steven Hammond, both of whom are entirely deserving of these Grants of Executive Clemency.",1,0,0,0,0,0,0,0
It should be noted that the protests that took place in Oregon a couple of years ago were a response to the injustice the Hammonds faced.,0,0,0,0,0,0,0,0
“It is commonly said that wage stagnation contributed to an economic anxiety in middle America that carried Donald Trump into the White House…Yet Mr.,0,0,0,0,0,0,0,0
ADVANTAGE AMERICANS,0,0,0,0,0,0,1,1
"Forget the Wolff book brouhaha and Trump’s latest DACA dalliance —the real story is outside the Beltway , where real people live and work.",0,0,0,0,0,0,0,0
"This is in dramatic contrast to the last months of the Obama Regime, which saw year-over-year increases in immigrant working-age population far in excess of the estimated 1 million legal immigrants admitted annually, and which I argued meant that an unreported illegal alien surge was underway.",0,0,0,0,0,0,0,0
This makes the Trump Era immigrant workforce decline especially striking.,0,0,0,0,0,0,0,0
"It fell sharply in the months after the 2016 election, but roared back to Obama-era levels in the spring.",1,0,0,0,0,0,0,0
What could happen if the GOP-controlled Congress woke up and enacted an immigration moratorium?,0,0,0,0,0,0,0,0
What started after the 2016 election as a reduction in the rate of increase in the foreign-born population of working age has turned into an outright retreat.,0,0,0,0,0,0,0,0
Trump—is that blue-collar wages have begun to rocket.,0,0,0,0,0,0,0,0
"However, it does serve as a great distraction from his actual constitution-hating and tyrannical tendencies.",0,0,0,0,0,0,0,0
"Instead, the left and right are involved in a mudslinging orgy of victim shaming and kangaroo courts.",0,0,0,0,0,0,0,0
"According to this Supreme Court nominee, he thinks it is just fine and dandy for police and government to track you, spy on you, and dig through your personal life — without a warrant.",0,0,0,0,0,0,0,0
Exactly what this “special need” is that can constitute a Gestapo like police state surveilling its own citizens is a moving target that has already been proven to be abused over and over again.,1,0,0,0,0,0,0,0
"While the left is calling for Kavanaugh to be executed over the sex abuse allegations and the right is attacking the alleged victims, others in Congress who see through the facade and media distraction are trying to draw attention to the fact that Kavanaugh is a champion of the police and surveillance state and an enemy to privacy.",1,0,0,0,0,0,0,0
"While Kavanaugh may be an ostensible supporter of the Second Amendment, his record indicates that he all but cannot stand the Fourth and he’s not that big a fan of the First either.",0,0,1,0,0,0,0,0
While the allegations against Kavanaugh should certainly be investigated — no matter how they are being spun by the left and the right — he shouldn’t even be in this position based solely on his previous record.,0,0,1,0,0,0,0,0
Seriously.,0,0,0,0,0,0,0,0
"The only question is will the Senate confirm one who is really bad on the #4thAmendment, when so much is at stake in upcoming digital privacy battles.",0,0,1,0,0,0,0,0
"As for if Kavanaugh gets appointed, Amash has some harsh words to those who are blindly supporting him based on party lines:",0,0,0,0,0,0,0,0
"“When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.",0,0,1,0,0,0,0,0
Below is a video taken at the Mises Institute of Judge Napolitano explaining the implications of this enemy of the Fourth Amendment on the Supreme Court.,1,0,0,0,0,0,0,0
"“Privacy advocates must fight,” Amash tweeted.",0,0,0,0,0,0,0,0
They believe he may have had an accomplice based on the elaborate planning needed to undertake such a massacre and the fact that some ammunition was purchased under someone else’s name. As ABC reported Friday evening:,0,0,0,0,0,0,0,1
"Soon after the photos were leaked, Twitter was abuzz with chatter referencing the paper, with people spreading cover-up conspiracies and rumors that it was a suicide note.",0,0,0,0,0,0,0,1
"While officials did not reveal the woman’s name, they did tell reporters she was a prostitute. Police are still investigating whether or not Paddock acted alone.",0,0,0,0,1,0,0,0
"Officials also believe he had help because of the amount of guns in his hotel room, and because some of the ammo was bought under someone else’s name.”",0,0,0,0,0,0,0,1
"When he says that Muslims never killed Jews just for being Jews, he is lying, and relying on the historical ignorance of his audience.",0,0,1,0,0,0,0,0
"In 1013, Berbers from North Africa entered Spain and took Córdoba in 1013, they began massacring Jews, and initiated a wholesale slaughter of Jews in Granada.",0,0,0,0,0,0,0,0
"The Jews in all [Maghreb] localities [conquered]…groaned under the heavy yoke of the Almohads; many had been killed, many others converted; none were able to appear in public as Jews.",0,0,0,0,0,0,0,0
Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh. Preorder The History of Jihad From Muhammad to ISIS.,0,0,0,0,0,0,0,0
"” “The Jews were banished, tortured and annihilated because of their deeds.",0,0,0,0,0,0,0,0
"We used to think that fashion has to do with haircuts, clothes, or lifestyle, but the vogue today is to sympathize with the Jews and to shed crocodile tears about their sorrows, their heresy, and their historical lies.",0,0,0,0,0,0,0,0
"It is said that they annihilated 50-100 hundred million, but nobody ever mentions this.",0,0,0,0,1,0,0,0
Hitler embodies one type of modern Western annihilation.,0,0,0,0,0,0,0,0
’ […] “Did the Nazi annihilation – the Holocaust – target only the Jews?,0,0,0,0,0,0,0,0
"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that.",0,0,0,0,0,0,0,0
"And again in 1066, rioting Muslims, enraged by the humiliation of a Jew who had been appointed to rule over Muslims, murdered four thousand Jews in Granada.",0,0,0,0,0,0,0,0
The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced:,0,0,0,0,0,0,0,0
[In Sijilmasa] one hundred and fifty persons were killed for clinging to their [Jewish] faith….,0,0,0,0,0,0,0,0
"Kuwaiti cleric Sheikh Jihad Al-‘Ayesh delivered a speech in which he said that the figure of six million Jews killed in the Holocaust was a “historical lie,” but that Hitler “knew the truth about the Jews” and therefore began “tormenting and persecuting them.",0,0,0,0,0,0,0,0
The Jews claim that it happened to them alone and that the number of Jews who died in that Holocaust was six million. What we have here are historical errors.,0,0,1,0,0,0,0,0
"First of all, the figure of six million is a historical lie.",0,0,0,0,0,0,0,1
"In addition, claiming that it happened to the Jews alone excludes the non-Jews who were tortured by Hitler.",0,0,0,0,1,0,0,0
So was it annihilation?,0,0,0,0,0,0,0,0
Who did Hitler annihilate?,0,0,0,0,0,0,0,0
"He annihilated a group of races and people, some of whom were even German.",0,0,0,0,0,0,0,1
"Hitler annihilated 400,000 Germans who were handicapped or suffered from chronic diseases.",0,0,0,0,0,0,0,0
Hitler did not annihilate the Jews only.,0,0,0,0,0,0,0,0
Inhuman and criminal annihilation runs in the veins of many in the West.,0,0,0,0,0,0,0,0
[…] “Hitler was not the first in the West to perpetrate a genocide. Inhuman and criminal annihilation runs in the veins of many in the West.,0,0,0,0,1,0,0,0
"When the Americans occupied the republics of the Indians, they annihilated millions of human beings.",0,0,0,0,1,0,0,0
[…] “Was there annihilation?,0,0,0,0,0,0,0,0
Many races were annihilated.,0,0,0,0,0,0,0,0
"[…] “The Jews were banished, tortured, and annihilated because of their deeds.",0,0,0,0,0,0,0,0
"No, it never happened.",0,1,0,0,0,0,0,0
"Hitler and the Nazi state knew the truth about the Jews, and therefore, they began tormenting and persecuting them.",0,0,0,0,0,0,0,0
"When we say ‘Final Solution,’ we realize that many of the terms used by the Zionist state constitute Nazi terms, ideas, and notions.",0,0,0,0,0,0,0,1
"When we say ‘Final Solution,’ we realize that many of the terms used by the Zionist state constitute Nazi terms, ideas, and notions. It is as if they are two faces of the same coin.",0,0,0,0,1,0,0,0
"[…] “Since Germany and Europe did not want the Jews, the Nazis came up with the idea of sending the Jews to another country.",0,0,0,0,0,0,0,0
"The Nazis suggested Madagascar, Ecuador, or an Arab country – Syria.",0,0,0,0,0,0,0,1
The persecution of Julian Assange must end. Or it will end in tragedy.,0,0,1,0,0,0,0,0
Or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home.,1,0,0,0,0,0,1,0
"The government has clear diplomatic and moral obligations to protect Australian citizens abroad from gross injustice: in Julian’s case, from a gross miscarriage of justice and the extreme danger that await him should he walk out of the Ecuadorean embassy in London unprotected.",0,1,0,0,0,0,0,0
"I have watched a tsunami of lies and smear engulf him, endlessly, vindictively, perfidiously; and I know why they smear him.",0,1,0,0,0,0,0,0
I call them Vichy journalists — after the Vichy government that served and enabled the German occupation of wartime France.,1,0,0,0,0,0,0,0
"This was the same Clinton who threatened to “obliterate totally” Iran and, who, as U.",0,0,0,0,0,0,0,0
"When the Libyan President was murdered publicly and gruesomely with a knife, Clinton was filmed whooping and cheering.",0,0,0,0,0,0,0,0
"Today, Saudi Arabia is using these weapons to crush starving and stricken people in a genocidal assault on Yemen.",0,0,0,0,0,0,0,0
"In response, Clinton defamed Assange, an Australian citizen, as “very clearly a tool of Russian intelligence” and “a nihilistic opportunist who does the bidding of a dictator”.",1,0,0,0,0,0,1,0
"As if that wasn’t enough, Ferguson’s executive producer, Sally Neighour, followed the interview with a vicious re-tweet: “Assange is Putin’s bitch.",1,0,0,0,0,0,0,0
"The book’s authors, Luke Harding and David Leigh, gratuitously abused Assange as a “damaged personality” and “callous”.",1,0,0,0,0,0,0,0
The Swedish episode was bogus and farcical and he has been vindicated.,0,0,0,0,0,0,0,0
Screw the terrorist. He’ll be eating cat food forever.,0,0,0,0,0,0,0,0
"In Alexandra, Virginia – the suburban home of America’s war-making elite — a secret grand jury, a throwback to the middle ages — has spent seven years trying to concoct a crime for which Assange can be prosecuted.",1,0,0,0,0,0,0,0
"In abandoning Assange, an Australian citizen, and colluding in his persecution, Prime Minister Gillard’s outrageous behaviour forced the issue of his recognition, under international law, as a political refugee whose life was at risk.",0,0,0,0,0,0,1,1
"Like a spurned lover, the Guardian aimed its personal, petty, inhuman and craven attacks at a man whose work it once published and profited from.",0,0,0,0,1,0,0,0
This truth was lost or buried in a media witch-hunt that disgracefully associated Assange with rape and misogyny.,0,0,0,0,0,0,0,0
The witch-hunt included voices who described themselves as on the left and as feminist.,0,0,0,0,0,0,0,0
Screw the terrorist.,1,0,0,0,0,0,0,0
That is why Assange is in mortal danger.,0,1,0,0,0,0,0,0
"They can remain silent, for which history will be unforgiving. Or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home.",0,0,1,0,0,0,0,0
"I know Julian Assange well; I regard him as a close friend, a person of extraordinary resilience and courage.",1,0,0,0,0,0,0,0
"This would be achieved, they wrote, with threats of “exposure [and] criminal prosecution” and a unrelenting assault on reputation.",0,0,0,0,0,0,0,0
It was as if they planned a war on a single human being and on the very principle of freedom of speech.,0,1,0,0,0,0,0,0
Their main weapon would be personal smear.,0,0,0,0,0,0,0,0
Their shock troops would be enlisted in the media — those who are meant to keep the record straight and tell us the truth.,1,0,0,0,0,0,0,0
"Last October, the Australian Broadcasting Corporation journalist Sarah Ferguson interviewed Hillary Clinton, over whom she fawned as “the icon for your generation”.",1,0,0,0,0,0,0,0
"secretary of State in 2011, was one of the instigators of the invasion and destruction of Libya as a modern state, with the loss of 40,000 lives.",1,0,0,0,0,0,0,0
"Like the invasion of Iraq, it was based on lies.",0,0,1,0,0,0,0,0
"Thanks largely to her, Libya became a breeding ground for ISIS and other jihadists.",1,0,0,0,0,0,0,0
"Thanks largely to her, Libya became a breeding ground for ISIS and other jihadists. Thanks largely to her, tens of thousands of refugees fled in peril across the Mediterranean, and many drowned.",0,0,1,0,0,0,0,0
"As Secretary of State, Clinton approved the biggest arms sale ever — worth $80 billion — to Saudi Arabia, one of her foundation’s principal benefactors.",0,1,0,0,0,0,0,0
"Sarah Ferguson, a highly paid reporter, raised not a word of this with Hillary Clinton sitting in front of her.",1,0,0,0,0,0,0,0
She offered no evidence — nor was asked for any — to back her grave allegations.,0,0,1,0,0,0,0,0
"At no time was Assange offered the right of reply to this shocking interview, which Australia’s publicly-funded state broadcaster had a duty to give him.",0,0,0,0,0,0,0,0
We all know it!,0,1,0,0,0,0,0,0
There are many other examples of Vichy journalism.,1,0,0,0,0,0,0,0
"The Guardian, reputedly once a great liberal newspaper, conducted a vendetta against Julian Assange.",0,0,0,0,1,0,0,0
"The former editor of the Guardian, Alan Rusbridger, called the WikiLeaks disclosures, which his newspaper published in 2010, “one of the greatest journalistic scoops of the last 30 years”.",0,1,0,0,0,0,0,0
"They made money, often big money, while WikiLeaks and Assange struggled to survive.",0,0,0,0,0,0,0,0
"With not a penny going to WikiLeaks, a hyped Guardian book led to a lucrative Hollywood movie deal.",0,1,0,0,0,0,0,0
"With Assange now trapped in the Ecuadorean embassy, Harding, who had enriched himself on the backs of both Julian Assange and Edward Snowden, stood among the police outside the embassy and gloated on his blog that “Scotland Yard may get the last laugh”.",0,0,0,0,0,0,0,0
"Katrin Axelsson and Lisa Longstaff of Women Against Rape summed it up when they wrote, “The allegations against [Assange] are a smokescreen behind which a number of governments are trying to clamp down on WikiLeaks for having audaciously revealed to the public their secret planning of wars and occupations with their attendant rape, murder and destruction… The authorities care so little about violence against women that they manipulate rape allegations at will.",0,0,0,0,0,0,0,0
They willfully ignored the evidence of extreme danger should Assange be extradited to the United States.,0,1,0,0,0,0,0,0
"According to a document released by Edward Snowden, Assange is on a “Manhunt target list”.",1,0,0,0,0,0,0,0
One leaked official memo says: “Assange is going to make a nice bride in prison.,1,0,0,0,0,0,0,0
No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account.,0,1,0,0,0,0,0,0
It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare and the division and degradation of “unworthy” lives: from Grenfell Tower to Gaza.,0,1,0,0,0,0,0,0
"When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to “a vast tapestry of lies up on which we feed”.",0,0,0,0,0,0,0,0
"He asked why “the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.",0,0,0,0,1,0,0,0
"In its revelations of fraudulent wars (Afghanistan, Iraq) and the bald-faced lies of governments (the Chagos Islands), WikiLeaks has allowed us to glimpse how the imperial game is played in the 21st century.",0,0,0,0,0,0,0,0
Gillard has recently been appearing in a gig with Hillary Clinton; they are billed as pioneering feminists.,1,0,0,0,0,0,0,0
"If there is anything to remember Gillard by, it a warmongering, sycophantic, embarrassing speech she made to the US Congress soon after she demanded the illegal cancellation of Julian’s passport.",1,0,0,0,0,0,0,0
"The prime minister of Australia was then Julia Gillard, a Labor Party politician who had declared WikiLeaks “illegal” and wanted to cancel Assange’s passport — until she was told she could not do this: that Assange had committed no crime: that WikiLeaks was a publisher, whose work was protected under Article 19 of the Universal Declaration of Human Rights, to which Australia was one of the original signatories.",0,0,1,0,0,0,0,0
"Malcolm Turnbull can remain silent. Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world.",0,0,1,0,0,0,0,0
"Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world.",0,1,0,0,0,0,1,0
"India wants to tackle both those firsts in one fell swoop this year, with its Chandrayaan-2 mission, a trio of orbiter, lander and rover that would represent the country's second visit to the moon.",0,0,0,0,0,0,0,0
"Seventeen people in northwest Democratic Republic of Congo (DRC) have died from Ebola, the health ministry said on Tuesday, describing the fresh outbreak as a ""public health emergency with international impact.",0,0,1,0,0,0,0,0
"Ebola is one of the world's most notorious diseases, being both highly infectious and extremely lethal.",0,0,1,0,0,0,0,0
"A US embassy worker in China has reported experiencing ""abnormal sensations of sounds and pressure"" amid fears of a ""sonic attack"".",0,0,0,0,0,0,0,1
"US investigators are looking into whether the employee in China has been affected by a ""sonic attack"", which was one of the theories behind the still-unexplained illnesses suffered in Havana.",0,0,0,0,0,0,0,1
"Investigators have drawn theories including that were targeted by sonic attacks, where the symptoms included dizziness, headaches and vomiting.",0,0,0,0,0,0,0,1
"The attacks can sometimes be carried out by emitting ""infrasounds"", which are low frequency noises that can affect human hearing if they are loud enough.",0,0,0,0,0,0,0,1
"However, Dr Toby Heys told the New Scientist in 2017 that an infrasound attack wouldn't be ""very covert"" as a ""large array of subwoofers"" would be needed.",0,0,0,0,0,0,0,1
"The other type is an ""ultrasound"" attack, whereby a high frequency noise inaudible to human ears can be targeted easily at potential victims.",0,0,0,0,0,0,0,1
"Image: The US recalled non-essential embassy staff from Havana, Cuba, after potential sonic attacks in 2017",0,0,0,0,0,0,0,1
"They can damage parts of the ear such as hairs that pick up sounds, but again it is reported that large equipment would be needed for such an attack.",0,0,0,0,0,0,0,1
The US expelled 15 Cuban diplomats from the US after the alleged acoustic attacks.,0,0,0,0,0,0,0,1
"The state department has issued a health alert to its staff in China, which states: ""While in China, if you experience any unusual acute auditory or sensory phenomena accompanied by unusual sounds or piercing noises, do not attempt to locate their source.",0,0,0,0,0,0,0,1
"The US reduced its workforce in Havana, Cuba, in 2017 after its personnel and their families reported experiencing a range of health issues.",0,0,0,0,0,0,0,1
The embassy in Beijing said it could not link the case in China to the health issues suffered by its staff in Cuba.,0,0,0,0,0,0,0,1
"Other theories behind the health issues in Cuba include the use of electromagnetic weapons, which can target highly-focused energy at potential victims.",0,0,0,0,0,0,0,1
"Danny Davis thinks Nation of Islam leader Louis Farrakhan, a notorious racist and anti-Semite, does “outstanding work” but doesn’t agree with Farrakhan’s positions that white people are “devils” and Jewish people are satanic.",1,1,0,0,0,0,0,0
"I’ve been to Saviour’s Day, I’ve read, I’ve been a fan of Elijah Muhammad, so those are my positions, but I do disagree with the notion that white people are devils.",1,0,0,0,0,0,0,0
But doesn't believe white people are devils or Jews are satanic.,1,0,0,0,0,0,0,0
But this is typical of the Dems and their useful idiots.,1,0,0,0,0,0,0,0
"Farrakhan’s history of racially extreme comments includes blaming Jews for the September 11 attacks, saying white people “deserve to die” and praising Adolf Hitler as a “very great man.” “I personally know [Farrakhan], I’ve been to his home, done meetings, participated in events with him,” Davis told TheDC.",0,1,0,0,0,0,0,0
Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,0,1,0,0,0,0,0,0
"I wonder how far a white congressman would get saying, ""I attended the Klavern, but I don't agree with the KKK's views about black people.",0,0,1,0,0,0,0,0
"” “I personally know [Farrakhan], I’ve been to his home, done meetings, participated in events with him,” Davis told TheDC. “I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later. Then Rep.",0,0,0,0,0,0,0,0
"“I don’t spend a lot of time, I buy Final Call when I see them. I’ve been to Saviour’s Day, I’ve read, I’ve been a fan of Elijah Muhammad, so those are my positions, but I do disagree with the notion that white people are devils.” I wonder how far a white congressman would get saying, ""I attended the Klavern, but I don't agree with the KKK's views about black people.",0,0,0,0,1,0,0,0
"I wonder how far a white congressman would get saying, ""I attended the Klavern, but I don't agree with the KKK's views about black people."" But that's Rep.",0,0,0,0,1,0,0,0
"And J Street is on record as endorsing a politician who praised a racist hate group leader and discussed the ""Jewish question.”",1,0,0,0,0,0,0,0
"Does this new footage reveal muzzle flashes from helicopters, an air assault, on the night of the massacre? What appears to be muzzle flashes emitting from multiple aircraft can be seen on numerous videos captured on the night of the massacre.",0,0,1,0,0,0,0,0
"Abid Awan, a member of a family of highly paid Democratic IT aides, was awarded a $45,000 payout in court after he enlisted a high profile attorney specializing in money laundering cases to defeat his stepmother in a bitter dispute over his father’s life insurance policy.",0,0,0,0,0,0,0,0
"Abid’s attorney James Bacon mocked the elderly, burka-clad widow, who does not drive and speaks only Uurdu.",1,0,0,0,0,0,0,0
"“She’s a wacko lunatic, what are you going to do?",1,0,0,0,0,0,0,0
"Muslim Dem IT Aides' Family Member Paid $45,000 After Hiring Attorney Specializing In Money Laundering Cases",1,0,0,0,0,0,0,0
"“For the sake of money they would have done anything,” Gilani’s cousin, Syed Ahmed, told the Daily Mail.",0,0,1,0,0,0,0,0
"16, 2016, the brothers made a video of his bedridden father signing over ownership — but not changing the beneficiary — of his life insurance policy to Abid.",1,0,0,0,0,0,0,0
"Americo, the life insurance company, said there was “great doubt” about who the rightful policy holder was, given the allegations of fraud, and sent the decision to the courts to sort out on April 14, two months after the House sargent-at-arms banned the Awans for “suspicious activity.",0,1,0,0,0,0,0,0
"Hadeed did not introduce any evidence to the judge about a pattern of possible fraud by Abid, the timing of the move as it relates to the federal criminal case, or the mental capacity of the dying man to understand paperwork.",0,0,1,0,0,0,0,0
"“You have no control over [Gilani], do you?",0,0,1,0,0,0,0,0
"Abid: My signatures are not very consistent, I’m just a human being…",0,0,0,0,0,0,0,0
Judge: I don’t understand why the witness is having such trouble with the question.,0,0,1,0,0,0,0,0
[Imran] threatened that he is very powerful and if I ever call the police again [he] will do harm to me.,0,1,1,0,0,0,0,0
"“There are possibilities that [Imran] or them might have been selling [House] information,” he added.",0,0,1,0,0,0,0,0
“Why is that even relevant?,0,0,1,0,0,0,0,0
"You’re like, talking to a wall,” he said of Gilani.",0,0,0,0,0,0,0,0
