text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
"The intent was to use Ukraine, a Russian province for more than three centuries, to create problems for Russia that would absorb Russia’s attention and return a free hand to Washington and Israel in the Middle East and also to evict Russia from its Black Sea naval base in Crimea.",0,0,0,0,0,0,0,0
"When Crimeans voted to reunite with Russia, Washington misrepresented the democratic result of self-determination as a “Russian invasion and annexation of Crimea.” Such an extraordinary misrepresentation destroyed any remaining confidence the Russian government might have had in Washington’s veracity.",0,0,1,0,0,0,0,0
Donald Trump is totally correct that nuclear war would be a terminable event and that nothing is more important than restoring a cooperative and mutually respectful relationship between the US and Russia.,0,1,0,0,0,0,0,0
After two years the only evidence we have of Russiagate is that it is a conspiracy against President Trump and the American people.,0,0,0,0,0,0,1,0
We do not know if Manafort is guilty or is simply a victim of Mueller’s frameup and an incompetent jury.,1,0,0,0,0,0,0,0
"So, why did Mueller focus on Manafort? Let Harvard Law Professor Alan Dershowitz tell you:",0,0,0,0,0,0,0,0
"“The witness may not only be “singing,” he may also be “composing” — that is, making up or embellishing a story because he knows that the better his story, the better the deal.",0,0,0,0,0,0,0,0
The intricacies of American laws relating to politics are often unclear.,0,0,1,0,0,0,0,0
"Why a lawyer would pay off women, whose stories might or might not be true, in an illegal way when his client is a multi-billionaire doesn’t make much sense. But these are not the kind of questions that the presstitutes are interested in.",0,0,1,0,0,0,0,0
"By defeating Hillary for the presidency, Trump inflamed the US media’s hatred, committed as the presstitutes are to Identity Politics and hatred of the “white male oppressors” who elected Trump.",1,0,0,0,0,0,0,0
"The hatred of Trump by the military/security complex and by the white male hating Identity Politics of the Democratic Party is giving the world the spectacle of an American democratic presidential election being overthrown by a conspiracy between the military/security complex, the Democratic Party, and the whores who constitute the American print and TV media.",0,0,0,0,0,0,0,1
"Whoever advised Trump to appoint Rosenstein, a person committed to Trump’s destruction, as deputy attorney general, which is the ruling position in view of the weak and stupid AG Sessions who recused himself from the Russiagate investigation, intended Trump’s destruction.",1,0,0,0,0,0,0,0
The entirety of the House and Senate of both parties is in thrall to the campaign donations of the military/security complex.,0,1,0,0,0,0,0,0
"If Mueller can indict on the basis of no evidence, Trump can order the Attorney General to indict on the basis of massive evidence that Russiagate is a conspiracy against the President of the United States.",0,1,0,0,0,0,0,0
"The idiot presstitutes’ hatred of Trump might leave them unaware of the conspiracy in which they are participating, but there is no doubt that the American presstitutes are engaged in the overthrow of American democracy, however little of American democracy still exists.",0,0,1,0,0,0,0,0
Environmental protections put in place after years of struggle are being eviscerated by industry polluters who have gained controll over the environmental regulatory agencies.,1,0,0,0,0,0,0,0
"It began under VP Dick Cheney, the real president during the 8 years of the George W. Bush regime.",1,0,0,0,0,0,0,0
"Russia, China, Syria, Turkey, Iran, India, and Pakistan are the locations of populations that massively outnumber Washington’s empire.",0,1,0,0,0,0,0,0
"The entire world looks at America and Israel, and what does the world see?",0,1,0,0,0,0,0,0
"For example, the Gaza Strip, the largest concentration camp ever in the world, is being systematically destroyed along with all life within it by Israel under cover of the obvious and transparanent lie that all within Gaza are terrorists outfitted with bomb belts who are committed to the destruction of Israel.",0,0,0,0,0,0,0,0
"The Chinese are busy taking advantage of the financial opportunities that the idiot Americans forfeit, but otherwise do not seem to have any strategic sense of how to proceed in the drama unfolding in front of their eyes.",0,0,0,0,0,0,0,1
The Russians are infected with the American propaganda infused into their veins during the Yeltsin era when Russia was an American puppet state.,0,0,0,0,0,0,0,0
"If Trump is defeated and moved off the table, what happens when Russia and China finally realize that there is to be no conciliation with Washington? When all the false hopes and bets of the Russian and Chinese governments of conciliation on the basis of mutual economic interests come to naught, what happens?",0,0,1,0,0,0,0,0
Such an impeachment would be a coup. The consequence would be deep and permanent divisions in American political life and more rabid Russiaphobia that would result in war.,0,1,0,0,0,0,0,0
"As I and Stephen Cohen have emphasized, the danger of nuclear war is today far higher than ever during the long Cold War as there is today no trust whatsoever between the two governments.",0,0,1,0,0,0,0,0
"From the standpoint of the military/security complex, the problem of normalizing relations with Russia is that it downgrades the “Russian threat” that is so essential to the $1,000 billion annual budget of the military/security complex and the power that such a massive budget conveys.",0,0,0,0,0,0,0,0
Even the innocent had rather work out a plea arrangement and admit to something that they did not do than to face an insouciant American jury.,1,0,0,0,0,0,0,0
"“Under federal law, the testimony of such a “flipped witness” need not be corroborated in order to secure a conviction.",1,0,0,0,0,0,0,0
“Even one question that results in an answer that is contradicted by one witness would be enough to spring the perjury trap.,0,0,0,0,0,0,0,0
"Knowing this, Mueller, in my opinion a proven corrupt person, decided to put the squeeze on Manafort in order to force Manafort to save himself by giving false testimony against Trump.",0,0,0,0,0,0,0,0
"Trump will never be forgiven for preventing the election of the first female president of the United States, an unpardonable crime by a misogynist white male who “grabs women by the pussy.",0,0,0,0,0,0,0,0
It will be the end of life on earth.,0,1,0,0,0,0,0,0
"Dallas, TX — In a repugnant and outright disrespectful move, Texas Senator Ted Cruz went to bat for Amber Guyger, the cop who admitted to taking the life of the innocent 26-year-old pillar of society, Botham Jean.",1,1,0,0,0,0,0,0
"If it was Botham Jean, a black man, walking into the apartment of Amber Guyger, a white female cop, and killing her—would police and Ted Cruz simply write it off as a tragic accident?",0,0,0,0,1,0,0,0
"During an interview over the weekend, Cruz sat down with FOX 26 who started with the question of what he thought about the tragic killing of Jean by Guyger.",0,0,0,0,0,0,0,0
"Mistake or not, she killed an innocent man.",0,0,0,0,0,0,0,1
"In Cruz’s eyes, Guyger going into an apartment that wasn’t her’s and killing an innocent man was simply a case of being in the wrong place at the wrong time—a tragic mistake that ruined two lives, according to Cruz.",0,0,0,0,0,0,0,1
Calling for Gugyer to be fired is not the same as calling for people to be fired for making stupid Instagram posts or saying stupid things—she killed an innocent man.,0,0,0,0,0,0,0,1
"Amber Guyger took an innocent person’s life, and because people are so blinded by the badge, she is being portrayed as the victim.",0,0,0,0,0,0,0,1
"“There has to be a full accounting for how young black men continue to be killed in this country without accountability, without justice, without these full investigations, without respecting their civil rights.",0,0,0,0,0,0,0,1
"To those who attempt to claim there is no bias in this horrifically flawed system, if ever there was a case to prove you wrong—this is it.",0,0,0,0,0,0,0,0
"It is important to me that everybody who has been hurt know that the sorrow I feel is genuine — first and most important, my family, also my friends, my staff, my Cabinet, Monica Lewinsky and her family, and the American people.",0,0,0,0,0,0,1,0
"“A lot of the facts have been conveniently omitted to make the story work, I think partly because they’re frustrated that they got all these serious allegations against the current occupant of the Oval Office and his voters don’t seem to care,” Clinton said, pointing to a series of sexual misconduct allegations against current President Donald Trump, who has denied them.",0,0,0,0,0,0,0,0
"If they're prepared to lie this shamelessly, what else are they lying about?",0,0,1,0,0,0,0,1
Cooper offered no pushback on Acosta's blatant lie.,0,0,0,0,0,0,0,1
"Every media outlet from the Associated Press to NBC, you're lying when you say the video was doctored and that Acosta didn't touch the woman.",0,0,0,0,0,0,0,1
"Did David Van Zandt not watch Jim Acosta lie to Anderson Cooper about this episode and Cooper just sat there and let him lie to the American people, editing the video to not even show the point of contact in question?",0,0,0,0,0,0,1,1
"I'm sure NewsGuard, Yemile Bucay, Anna-Sophie Harling and Amy Westfeldt need to update this in the light of the obvious lies and editing of the Acosta video and decades of documented, outright lies and propaganda by the Clown News Network, but you can't expect real transparency from an outlet like Newsguard whose writers aren't transparent about their own political bias, can you?",1,0,0,0,0,0,0,1
"The reason this little incident shouldn't be let go of so soon is that it is one of the clearest demonstrations of the media's bias, which we all have, lies and propaganda.",0,0,0,0,0,0,0,1
"I'm sorry Jim, I can't hear you over the booming voice of your hypocrisy!",0,0,0,0,0,0,0,0
"Notice how quickly the drive-by media and self-proclaimed ""fact checkers"" gunned down the Trump administration and Infowars with their lying propaganda over the video that was enhanced, not doctored, to demonstrate that all of them and Jim Acosta are lying through their Communist teeth?",1,0,0,0,0,0,0,0
"MBFC actually called CNN ""left biased,"" which is correct but followed up with:",1,0,0,0,0,0,0,0
CNN's Jim Acosta told CNN's Anderson Cooper that he *never* touched the female White House aide that tried to take the mic away from him.,0,1,0,0,0,0,0,0
"Jim Acosta, you're lying.",0,0,0,0,0,0,0,1
"New York Times, you're lying.",0,0,0,0,0,0,0,1
"If you want to see doctoring, go to 0:58 of the video above, and don't be drinking anything when you do because it's hilarious. But it isn't just Snopes or Politifact and outlets like that.",0,0,0,0,1,0,0,0
It should be used over and over in article after article to remind people about the total dishonesty and complete disregard for reporting the facts by outlets such as CNN and to not blindly trust self-proclaimed fact-checkers who will not tell you the truth either.,0,0,0,0,0,0,0,1
"He was their inside boy, after all.",0,0,0,0,0,0,0,0
"But the real irony here is that the media labeled Paul Joseph Watson and Infowars as ""conspiracy theorists"" and yet, PJW has exposed their blatant conspiracy to smear President Trump, Sarah Sanders and the White House aide.",1,0,0,0,0,0,0,1
"Of course, Infowars' Paul Joseph Watson simply enhanced the video from C-SPAN, which was a gif image (motion picture), in order to show the point of contact that the lying media and ""fact checkers"" said didn't occur.",0,0,0,0,0,0,0,1
"Take a look, and as always, PJW is hilarious in his presentation.",0,0,0,0,0,0,0,0
"But it's more than that, self-proclaimed ""fact checkers"" like Snopes simply posted an Associated Press article, which clearly biased towards indicating the video was ""doctored"" by saying it was sped up, but that's not doctoring.",0,0,0,0,0,0,0,1
"If you want to see doctoring, go to 0:58 of the video above, and don't be drinking anything when you do because it's hilarious.",0,0,0,0,0,0,0,0
You must be kidding me?,0,0,0,0,0,0,0,0
"In rating CNN, NewsGuard posts this nonsense.",0,0,0,0,0,0,0,0
"Nope, you can't, and you can't expect it when some of those writers write for other publications that don't measure up to NewsGuard's standards either.",0,0,0,0,0,0,0,1
CNN has lost its mind to the point that they are suing over Acosta losing his press pass.,0,0,0,0,0,0,0,0
"“If we do nothing about the missiles fired at Saudi Arabia, we will not be able to stop the violence,” Haley warned.",0,0,1,0,0,0,0,0
"Did she disingenuously omit that inconvenient bit from her remarks, or fail to read the entire UN report? The world may never know.",0,0,1,0,0,0,0,0
"Even if Iran were arming the Houthis, Haley’s hypocritical anti-Iran rhetoric doesn’t excuse the U.",0,0,0,0,0,0,0,0
The US Is Blatantly Telling Lies,0,0,1,0,0,0,0,0
"report in question, it appears the entire premise of the U.N. report is almost completely incorrect, anyway, according to former inspector Scott Ritter.",0,0,1,0,0,0,0,0
"This is the critical lesson of Yemen, and the United States would do well to heed it before it tries to foment a crisis based upon trumped-up charges.",0,0,1,0,0,0,0,0
The weapons might as well have had ‘Made in Iran’ stickers all over it.”,0,0,0,0,0,0,0,0
"Why is the U.S. singling out Iran, especially when the Houthi rebels are sworn enemies of al-Qaeda? The issues here go much deeper than nonsensical hypocrisy.",0,0,1,0,0,0,0,0
"However, Trump’s anti-Iran strategy goes against the better judgment of even the most anti-Iranian advisors in his staff who don’t want to see the U.",0,0,0,0,1,0,0,0
"However, Trump’s anti-Iran strategy goes against the better judgment of even the most anti-Iranian advisors in his staff who don’t want to see the U.S. isolated on the world stage.",0,0,1,0,0,0,0,0
"weapons transfers, or for arming al-Qaeda’s affiliate in Syria, just to name two examples of Washington’s schizophrenic approach to the region.",0,0,0,0,0,0,0,0
No amount of chest-thumping and empty rhetoric by American political and/or military leaders can offset this harsh reality.,0,0,0,0,0,0,0,0
"The officers were ""true American heroes"" and ""were two of the best we had,"" Westerville Police Chief Joe Morbitzer said this weekend.",0,0,0,0,0,0,1,0
Their deaths are a terrible tragedy for my hometown of Westerville and all of Ohio.,0,0,0,0,0,0,0,0
"Kasich tweeted about the shooting several times, including to say, ""The finest among us are those who risk it all everyday for our safety, and Officers Anthony Morelli and Eric Joering were those people.",0,0,0,0,0,0,0,0
"And quite frankly there’s a special place in hell for those people, and my wish is that it comes very soon.” President Donald Trump tweeted Sunday that he spoke to Kasich ""to express condolences and prayers to all for the horrible shooting of two great police officers.",0,0,0,0,0,0,0,0
Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police officers from @WestervillePD.,0,0,0,0,0,0,0,0
"No cop, anywhere, 'signed up' to be murdered."" .",0,0,0,0,0,0,0,0
“I’m perplexed by the nomination of people who love the Iraq War so much that they would advocate for a war with Iran next.,0,1,0,0,0,0,0,0
"“I find it just amazing that anyone would consider having this woman at the head of the CIA,” Paul said.",0,1,1,0,0,0,0,0
"The lawmaker added that he can’t support Haspel, whom he described as having expressed “joyful glee” at being involved in torture programs in the past.",0,0,0,0,0,0,0,0
"Yet, in the midst of all of this, don't forget that the FBI ignore the intelligence that was provided to them, just like they have in many cases, which, if they had acted, they may have saved the little boy's life.",0,0,1,0,0,0,0,0
"In the meantime, the New Mexico district attorney who failed to file for a preliminary hearing within 10 days and didn’t show up for court is vowing to pursue prosecution of these jihadis.",1,0,1,0,0,0,0,0
"Yeah, well, that's about as trustworthy as the FBI in this matter.",0,0,1,0,0,0,0,0
"However, I ask, why were you not involved in the first place, Mr. President? According to the Constitution, you, and you alone, are the sole head of the executive branch, and as such you are where the buck stop in making sure the laws are faithfully executed.",0,0,1,0,0,0,0,0
FBI Arrests 5 Muslims From New Mexico Jihad Compound Days After Multiple Charges Were Dropped,1,0,0,0,0,0,0,0
"Just days after a district judge dropped all charges against three of the Muslim jihadis at the New Mexico terror compound where a child was killed and 11 other children were being trained to commit jihad in mass school shootings, the Federal Bureau of Investigation has stepped up to arrest five Islamists, but the charges are no longer the same.",1,0,0,0,0,0,0,1
"Remember, this all occurred because the district attorney failed to file for a preliminary hearing within 10 days and didn’t even bother to show up for court.",0,0,1,0,0,0,0,0
Nothing!,0,0,0,0,0,0,0,1
And what of the training of little jihadis?,1,0,1,0,0,0,0,0
He also sought to fight back against criticism in his failure to perform his job.,0,0,1,0,0,0,0,0
Cussing and threatening the people involved will not accomplish justice and serves no useful purpose.,0,0,0,0,0,0,0,0
"According to the Constitution, you, and you alone, are the sole head of the executive branch, and as such you are where the buck stop in making sure the laws are faithfully executed.",0,0,0,0,0,0,0,0
"So, if Trump is going to fire Sessions, perhaps he should stop talking about it and get to it and actually put someone in the Justice Department as attorney general who will do the job faithfully, and by that, I don't mean Trey Gowdy. I mean someone who is serious about justice, not political grandstanding or covering up criminal activity.",0,0,1,0,0,0,0,0
And the death of the three-year-old?,0,0,1,0,0,0,0,0
"TAOS COUNTY, NEW MEXICO — Two males from Georgia are in custody after TCSO served a search warrant at a makeshift residence that is best described as a “compound” in Amalia, NM.",1,0,0,0,0,0,0,0
"“But what was most surprising, and heartbreaking was when the team located a total of five adults and 11 children that looked like third world country refugees not only with no food or fresh water, but with no shoes, personal hygiene and basically dirty rags for clothing.",1,0,0,0,0,0,0,0
"2 Men, Moms Arrested After Child Found Dead, 11 More Found In ‘Filthy’ New Mexico Compound With Armed ‘Muslim Extremists’",1,0,0,0,0,0,0,0
"I absolutely knew that we couldn’t wait on another agency to step up and we had to go check this out as soon as possible, so I began working on a search warrant right after I got that intercepted message – it had to be a search warrant and a tactical approach for our own safety because we had learned the occupants were most likely heavily armed and considered extremist of the Muslim belief.",1,0,0,0,0,0,0,0
“We all gave the kids our water and what snacks we had – it was the saddest living conditions and poverty I have seen.,0,1,0,0,0,0,0,0
"The military/security complex orchestrated the false arrest of Maria Butina, and so on and on.",0,0,0,0,0,0,0,0
In 1961 President Dwight Eisenhower warned Americans in his last public address that the military/industrial complex was a threat to American democracy.,0,0,1,0,0,0,1,0
To justify such an enormous budget a major enemy is required.,0,1,0,0,0,0,0,0
"To prevent President Trump from reducing the dangerous tensions between nuclear powers that Washington has created, the military/security complex orchestrated Russiagate, a proven hoax, but believed by many due to its endless repetition.",1,0,0,0,0,0,0,0
The military/security complex acting through the politicians and presstitutes that it owns and controls has turned the normal everyday responsibility of the President—one acknowledged and acted upon by every previous president—to defuse tensions that could lead to nuclear war into a high crime. President Trump is accused of treason for trying to make peace!,0,0,0,0,0,0,1,0
Not on the unaware American people.,0,0,0,0,0,0,0,1
"Trump has only the “deplorables,” and they are unorganized and will experience retribution once Trump is removed.",1,0,1,0,0,0,0,0
"In striving to come to an agreement with Washington, Putin and Lavrov are butting their heads against a stone wall.",0,0,0,0,0,0,0,0
This vast sum is drawn from US taxpayers who have many unmet needs.,0,0,0,0,0,0,0,0
President Trump is accused of treason for trying to make peace!,0,0,0,0,0,0,0,0
"An unaware person might think that this is silly and laugh, but as Finian Cunningham shows, President Trump has been set-up as a treasonous enemy of America.",0,0,0,0,0,0,1,0
"Once Putin and Lavrov realize the true situation, they will understand that war or surrender is their only option.",0,0,0,1,0,0,0,0
"With documents in hand, Loomer hounded Ellison, asking him if he would respond to the reports, but the Democrat candidate for attorney general of Minnesota, despite the fact he doesn't have an active license to practice law, would not answer, but tried to flee like a frightened puppy.",1,0,0,0,0,0,0,0
"In fact, he can more than likely justify his actions based upon the demonic teachings of Muhammad in the Koran.",0,0,1,0,0,0,0,0
Pit Bull Journalist Hounds Keith Ellison Over Abuse Of Women - Watch Him Flee!,1,0,0,0,0,0,0,0
"What's amazing is that Democrats cover for their own, ignoring the obvious hypocrisy they demonstrate when they opponents are accused of such things.",0,0,0,0,0,0,0,0
"Will the people not demand justice and vote a Communist-backed, Muslim, accused woman abuser into the office of prosecuting criminals?",0,0,0,0,1,0,0,0
"Monahan: ""I called a friend, & I said, 'I'm at the lowest of the low.'”",0,0,0,0,0,0,0,0
"A federal grand jury indicted the group on Tuesday on conspiracy and federal firearms charges stemming from the discovery of a cache of weapons after law enforcement raided their home in search of a missing boy but, instead, found 11 malnourished children living in squalid conditions.",0,0,0,0,0,0,0,0
"Editor's Note: If they were white, devout Christians, we wouldn't hear about this cause it would have never taken place because it would have gone against the teachings of Christ and there would have been an outcry by Christians everywhere against people might engage in such behavior and would claim such things.",0,1,0,0,0,0,0,0
"2017 and August 2018, the group, who are either siblings or related by marriage, had ‘a common plan to prepare for violent attacks on government, military, educational and financial institutions.",0,0,0,0,0,0,0,0
"2017 and August 2018, the group, who are either siblings or related by marriage, had “a common plan to prepare for violent attacks on government, military, educational and financial institutions.",0,0,0,0,0,0,0,1
New Mexico Jihadis’ Defense Attorney: “If These Were White Christians…No One Would Bat An Eye”,1,0,0,0,1,0,0,0
"Yeah, if they were white Christians, no one would care about that. take our poll - story continues below",0,0,0,0,0,0,0,0
A federal judge denied bail on Wednesday to all five members of an extended family accused of operating a training camp for a violent attack on public institutions out of their isolated New Mexico compound.,0,0,0,0,0,0,0,0
"According to the indictment, some of the minors were being prepared “to engage in jihad and … to die as martyrs.",0,0,0,0,0,0,0,0
"If the suspects were white Christians shooting guns on their property and practicing their religion, “No one would bat an eye,” Thomas Clark argued in court.",0,0,0,0,1,0,0,0
"“If these were white people of a Christian faith who owned guns, that’s not a big deal because there’s a Second Amendment right to own firearms in this country. If these were white Christians, faith healing is of no consequence because we have freedom of religion in this country. But they look different and they worship differently from the rest of us,” Clark said….",0,0,0,0,1,0,0,0
"Democrats, they do pick their “victims” well, don’t they? take our poll - story continues below",0,0,0,0,0,0,0,0
"” Her comment came after another user pointed to comments made by Peter Daou, a Democratic strategist and former advisor to Hillary Clinton and John Kerry, who wrote in a tweet that the Kavanaugh accuser will be “attacked, smeared, and demonized” and that people must “believe women.",0,0,0,0,0,0,0,0
"” Her comment came after another user pointed to comments made by Peter Daou, a Democratic strategist and former advisor to Hillary Clinton and John Kerry, who wrote in a tweet that the Kavanaugh accuser will be “attacked, smeared, and demonized” and that people must “believe women.” Many other Democrats and progressives – who stayed silent when the accusations against Ellison emerged – came out in support of Ford, including Vermont Sen.",0,0,0,0,0,0,0,1
"While we don’t condone the growing antagonistic tone by both the president and the press at recent media avails, we do support a free press, access and open exchanges for the American people.",0,0,0,0,0,0,1,0
"Jim Acosta and CNN continue to lie, just like they have for decades, and here's the proof.",0,0,0,0,0,0,0,1
"Look how they doctored the video to not show what clearly took place and then lied about it, and I suppose Fox falls right in line with that behavior.",0,0,0,0,0,0,0,1
"It's frivolous, but because they are immature children over at CNN, it's not surprising, and frankly, it's no surprise coming from Fox either.",1,0,0,0,0,0,0,0
"Other than that, they have liberals and neo-cons running rampant.",0,0,0,0,0,0,0,0
"Many were surprised to discover that Fox News not only is supporting lying CNN and lying Jim Acosta, but they are even going so far as to file an amicus brief with the US district court over the White House's revoking of Acosta's press pass.",1,0,0,0,0,0,0,1
"Trump was right, Acosta is a ""rude, terrible person.”",1,0,0,0,0,0,0,0
"However, the cable news channel is showing more and more that it is not fair and balanced and is far from what conservatives think it is as it blasted the White House about not giving little Jimmy his press pass back.",0,0,0,0,0,0,0,0
"So, Fox joins with the least trusted name in news, the Clown News Network, to go after the White House on something that is the White House's prerogative and claim it's about free press.",1,1,0,0,0,0,0,0
"” However, several prominent media members – such as Pulitzer Prize-winning Watergate journalist Bob Woodward – have criticized CNN over the lawsuit.",0,0,0,0,0,0,0,0
"This is a privilege issue and it seems that Acosta wore out his welcome with his attacks on Sarah Sanders, being belligerent during his time asking a question(s) of President Donald Trump, and his pushing aside a White House aide who simply tried to remove the microphone from him.",1,0,0,0,0,0,0,0
"On the basis of what, Mr.",0,0,1,0,0,0,0,0
The fact that there was a wedding makes me think she’s white.,0,0,0,0,1,0,0,0
"John Kerry has obviously learned nothing from the North Korean fiasco, which resulted from years of phony agreements with the rogue regime and so-called “strategic patience.",0,0,0,0,0,0,0,0
"Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump’s decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of “lying to the American people.",0,0,0,0,0,0,0,0
"Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump’s decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of “lying to the American people.” It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal.",0,0,0,0,0,0,1,0
” It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal.,0,0,0,0,1,0,0,1
"The Obama administration lied to the American people, abandoning its own promises to ensure that the deal contained ironclad protections.",0,0,0,0,0,0,0,1
"Iran has tested several ballistic missiles during the last two years, including two Qadr H missiles with the phrase “Israel must be wiped out” emblazoned on the sides.",0,0,0,0,0,0,0,1
” This was another lie.,0,0,0,0,0,0,0,1
"As to the JCPOA’s sunset provisions, the Obama administration lied about that too.",0,0,0,0,0,0,0,1
"Therefore, we encourage the US Administration and Congress to consider the implications to the security of the US and its allies before taking any steps that might undermine the JCPOA, such as re-imposing sanctions on Iran lifted under the agreement.”",0,0,1,0,0,0,0,0
"Former Secretary of State John Kerry wasted no time condemning President Trump’s decision not to recertify, and to possibly withdraw from, the disastrous nuclear deal with Iran that Kerry negotiated on behalf of his boss Barack Obama.",0,0,0,0,0,0,0,0
"After the JCPOA was finalized in July 2015, Rhodes shamelessly denied that anytime, anywhere inspections were ever considered as part of the negotiations.",0,0,0,0,0,0,0,0
"In other words, let’s just kick the can down the road and hope for a more reasonable Iranian regime in 13 years that would agree to extend the time limits.",0,0,0,0,0,0,0,0
It is precisely because North Korea’s actions over the last 23 years have proven that making concessions to a rogue regime in order to obtain denuclearization commitments is so dangerous that President Trump does not want to make the same mistake with Iran. America’s European allies are also upset with President Trump for refusing to recertify the deal and threatening to pull out if certain conditions are not met.,0,0,1,0,0,0,0,0
"Appeasement through phony deals with a rogue dictatorship does not work, as proven by the infamous Munich Pact signed by British and French Prime Ministers Neville Chamberlain and Edouard Daladier with German Chancellor Adolf Hitler seventy-nine years ago.",0,0,0,0,0,0,0,0
"Ashok Chopra, a professor of microbiology and immunology at the University of Texas, told The Sun Online the crisis in Madagascar had yet to peak.",0,0,1,0,0,0,0,0
"Experts say the epidemic could still worsen as the death tolls hit 124 and more than 1,300 are left infected.",0,0,0,0,0,0,0,0
If the treatment is not given in a very short period of time these people will end up dying.,0,0,1,0,0,0,0,0
The fears that the “black death” would spread from Madagascar have now taken hold.,1,0,0,0,0,0,0,0
It’s Airborne: Officials Warn That The “Black Death” Plague Could Spread Rapidly,1,0,1,0,0,0,0,0
"As nations grapple with the outbreak of the bubonic plague, nine countries are sounding warnings that the disease is spreading rapidly.",0,0,1,0,0,0,0,0
He also sounded the alarm to neighboring countries.,0,0,1,0,0,0,0,0
The World Health Organization (WHO) has now issued alarming warnings in nine countries too.,0,0,1,0,0,0,0,0
"With a team of three dozen lawyers, Abrams has announced she would file a federal suit against Georgia for “gross mismanagement” of the vote.",0,0,0,0,0,0,0,0
"“In the coming days, we will be filing a major federal lawsuit against the state of Georgia for the gross mismanagement of this election and to protect future elections from unconstitutional actions,” Abrams said, though she gave no details.",0,0,0,0,0,0,0,1
"Abrams and civil rights groups accused the winner, Republican Brian Kemp of purging thousands from voting rolls in that capacity.",0,0,1,0,0,0,0,0
"In the coming days, we will be filing a major federal lawsuit against the state of Georgia for the gross mismanagement of this election and to protect future elections from unconstitutional actions.",0,1,0,0,0,0,0,1
"” However, Abrams said Kemp had relied on “suppression of the people’s democratic right to vote” that was “deliberate and intentional.",0,0,1,0,0,0,0,0
“We can no longer dwell on the divisive politics of the past but must focus on Georgia’s bright and promising future.,0,0,0,0,0,0,1,0
"“The election is over and hardworking Georgians are ready to move forward,” he said.",0,0,0,0,0,0,1,0
The election is over and hardworking Georgians are ready to move forward. We can no longer dwell on the divisive politics of the past but must focus on Georgia’s bright and promising future.,0,0,0,0,0,0,1,0
I feel like our mandate has blossomed.,0,0,0,0,0,0,0,0
"Abrams Republican challenger, Georgia Secretary of State Brian Kemp, has held the lead and is expected to be declared the winner on Friday, charged that Abrams has led a “publicity stunt” and her refusal to concede the election serves as a “ridiculous temper tantrum.",0,0,0,0,0,0,0,0
"Lawrence-Hardy told the AP that Abrams believes that many of her supporters, many of them minority and low-income voters who do not regularly vote, went to the polls and ran into electoral barriers, although she did not say what barriers they were.",0,0,1,0,0,0,0,0
(Among his more infamous comments is his 1984 description of Adolf Hitler as “a very great man.,0,1,0,0,0,0,0,0
"Mallory, who declined to comment for this article, did not respond to calls to condemn Mr.",0,0,0,0,0,0,0,1
"Farrakhan said that the “powerful Jews” were his enemies, and that Jews were “responsible for all of this filth and degenerate behavior that Hollywood is putting out turning men into women and women into men,” as well as other incendiary remarks.",0,0,0,0,0,0,0,0
"Farrakhan is fervently opposed to the legitimacy of the state of Israel, and his political positions regarding the country frequently spill over into bigoted remarks about Jews, which is why many public officials have avoided association with him.",0,0,0,0,0,0,0,0
Their reluctance to condemn Mr.,0,0,0,0,0,0,0,0
"Edward E. Curtis IV, the author of “Black Muslim Religion in the Nation of Islam,” said that while estimates ranged wildly about how many bona fide members belonged to the Nation, he believes that there were tens of thousands of members in the 1960s and early 1970s. But he said that millions of others sympathized with the movement’s anticolonial stance and were inspired by its most famous member, Muhammad Ali.",0,0,0,0,0,0,0,0
"It was not widely recognized as an anti-Jewish organization during its early years (its early literature, though, focused on “the white man” as “the white devil”).",1,0,0,0,0,0,0,0
"But in 1967, it became outspokenly and flagrantly anti-Zionist, in an expression of solidarity with Palestinians.",0,0,0,0,0,0,0,0
"Farrakhan in an interview on Friday, though he said that the things the minister says about Jewish people “sometimes make me shudder.",0,0,0,0,0,0,0,0
Today is no different — he still rejects the harmful and divisive views Farrakhan continues to espouse.,0,0,0,0,0,0,0,0
"Farrakhan an “outstanding human being,” and later said he was not bothered by the leader’s position on “The Jewish Question.",0,1,0,0,0,0,0,0
"Curtis IV, the author of “Black Muslim Religion in the Nation of Islam,” said that while estimates ranged wildly about how many bona fide members belonged to the Nation, he believes that there were tens of thousands of members in the 1960s and early 1970s.",0,0,0,0,0,0,0,0
Why were Tamika Mallory and Danny Davis reluctant to denounce him?,0,0,1,0,0,0,0,0
"After a monthlong backlash about that interview, largely in conservative media, Mr.",0,0,0,0,0,0,0,0
